row_id,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,is_pdays_missing,has_previous_contact,balance_shifted,log_balance,campaign_group
25032,48,management,married,tertiary,no,0,yes,no,unknown,6,jun,5,-1,0,unknown,0,1,0,8019.0,8.98969370086056,5_or_more
35663,44,management,married,secondary,no,13054,yes,no,cellular,11,may,2,174,12,other,0,0,1,21073.0,9.955795332159473,2
19203,39,services,single,primary,no,4453,yes,no,cellular,10,jul,1,-1,0,unknown,0,1,0,12472.0,9.431321587125709,1
24944,48,blue-collar,married,primary,no,2321,no,no,cellular,27,aug,7,-1,0,unknown,0,1,0,10340.0,9.243871855184976,5_or_more
21148,37,housemaid,divorced,primary,no,0,yes,yes,cellular,21,nov,7,-1,0,unknown,0,1,0,8019.0,8.98969370086056,5_or_more
9892,49,unemployed,married,secondary,no,13818,no,no,cellular,21,nov,1,113,2,failure,0,0,1,21837.0,9.99140685057401,1
35873,34,blue-collar,married,secondary,no,175,yes,no,cellular,14,may,2,364,2,failure,0,0,1,8194.0,9.01127949117793,2
35806,53,blue-collar,married,secondary,no,1797,yes,no,cellular,2,sep,3,94,5,other,0,0,1,9816.0,9.191870855692521,3_to_4
35752,29,entrepreneur,married,tertiary,no,3037,yes,no,unknown,27,may,3,-1,0,unknown,0,1,0,11056.0,9.310818990542401,3_to_4
7675,35,unemployed,married,secondary,no,1,yes,no,cellular,28,jul,8,-1,0,unknown,0,1,0,8020.0,8.989818381366925,5_or_more
35281,46,admin.,single,secondary,no,272,no,no,cellular,31,jul,4,-1,0,unknown,0,1,0,8291.0,9.02304647355567,3_to_4
30186,50,unemployed,married,secondary,no,3357,no,no,cellular,9,jun,4,-1,0,unknown,1,1,0,11376.0,9.339349052539717,3_to_4
11507,30,admin.,single,secondary,no,910,no,no,cellular,21,nov,2,-1,0,unknown,0,1,0,8929.0,9.097171673870545,2
156,42,retired,married,secondary,no,56,yes,no,unknown,5,may,1,-1,0,unknown,0,1,0,8075.0,8.996651979432729,1
20077,27,entrepreneur,married,secondary,no,2329,no,no,telephone,27,oct,1,-1,0,unknown,1,1,0,10348.0,9.244645175668174,1
3047,34,blue-collar,married,secondary,no,965,yes,no,cellular,20,apr,2,332,2,other,0,0,1,8984.0,9.103311799217659,2
15338,36,management,married,tertiary,no,-547,yes,no,cellular,30,apr,1,259,2,failure,0,0,1,7472.0,8.91905180393029,1
12147,33,blue-collar,married,secondary,no,25,yes,no,unknown,23,may,3,-1,0,unknown,0,1,0,8044.0,8.992806059426483,3_to_4
1053,34,housemaid,married,tertiary,no,1265,yes,no,cellular,17,nov,1,164,3,failure,0,0,1,9284.0,9.136155473786806,1
34792,31,technician,single,secondary,no,125,no,no,cellular,22,aug,2,-1,0,unknown,0,1,0,8144.0,9.005159521036145,2
11873,59,blue-collar,single,primary,no,96,yes,no,unknown,9,may,1,-1,0,unknown,0,1,0,8115.0,9.001592700945706,1
11627,60,retired,married,tertiary,no,2196,no,no,cellular,15,jun,3,-1,0,unknown,0,1,0,10215.0,9.231710397712375,3_to_4
16605,34,admin.,married,secondary,no,626,yes,no,cellular,14,may,2,-1,0,unknown,0,1,0,8645.0,9.064852065227576,2
8651,35,management,single,tertiary,no,687,yes,no,unknown,30,may,2,-1,0,unknown,0,1,0,8706.0,9.071882578828616,2
23719,26,technician,single,secondary,no,44,no,no,cellular,30,oct,1,-1,0,unknown,1,1,0,8063.0,8.99516499031115,1
7725,42,admin.,single,tertiary,no,519,yes,no,unknown,2,jun,3,-1,0,unknown,0,1,0,8538.0,9.052399183907607,3_to_4
5436,37,management,married,tertiary,no,1265,no,yes,unknown,4,jul,1,-1,0,unknown,0,1,0,9284.0,9.136155473786806,1
10081,38,services,married,secondary,no,-768,yes,yes,cellular,16,jul,2,-1,0,unknown,0,1,0,7251.0,8.889032571874742,2
2667,40,blue-collar,married,primary,no,-22,yes,no,unknown,19,may,3,-1,0,unknown,0,1,0,7997.0,8.986946789406764,3_to_4
22124,58,blue-collar,married,primary,no,309,no,no,cellular,19,aug,2,-1,0,unknown,0,1,0,8328.0,9.02749867993534,2
1527,37,technician,married,tertiary,no,472,yes,no,unknown,29,may,3,-1,0,unknown,0,1,0,8491.0,9.046879822823147,3_to_4
29022,44,technician,divorced,secondary,no,-357,yes,yes,unknown,28,may,2,-1,0,unknown,0,1,0,7662.0,8.944158830970403,2
3709,57,admin.,married,secondary,no,1509,yes,no,cellular,18,nov,1,-1,0,unknown,0,1,0,9528.0,9.162095059348188,1
22700,50,management,married,tertiary,no,0,no,no,unknown,17,jun,3,-1,0,unknown,0,1,0,8019.0,8.98969370086056,3_to_4
11048,44,technician,married,primary,no,4389,no,no,cellular,29,jul,1,-1,0,unknown,0,1,0,12408.0,9.42617729477462,1
25269,57,admin.,married,unknown,no,596,no,no,cellular,29,jan,1,-1,0,unknown,0,1,0,8615.0,9.061376218836225,1
32232,46,blue-collar,married,secondary,no,123,no,no,cellular,20,aug,3,-1,0,unknown,0,1,0,8142.0,9.004913941467132,3_to_4
116,34,management,divorced,tertiary,no,5754,yes,no,cellular,18,nov,1,181,1,failure,0,0,1,13773.0,9.530538036104643,1
25790,24,technician,single,secondary,no,726,no,no,cellular,8,sep,2,-1,0,unknown,1,1,0,8745.0,9.076351731972865,2
34347,42,admin.,married,unknown,no,756,no,no,cellular,14,oct,4,160,3,failure,0,0,1,8775.0,9.079776001955066,3_to_4
27213,25,services,single,tertiary,no,12,no,no,cellular,12,jun,6,-1,0,unknown,1,1,0,8031.0,8.99118884193151,5_or_more
18623,26,services,single,primary,no,-32,yes,no,cellular,18,may,2,336,6,other,0,0,1,7987.0,8.985695694535705,2
26621,58,retired,married,secondary,no,235,no,no,cellular,27,aug,4,-1,0,unknown,0,1,0,8254.0,9.018574356354229,3_to_4
16772,28,entrepreneur,single,tertiary,no,95,no,no,cellular,4,feb,2,-1,0,unknown,0,1,0,8114.0,9.00146947994869,2
26643,71,retired,married,tertiary,no,1486,no,no,telephone,21,apr,3,-1,0,unknown,0,1,0,9505.0,9.159678457173955,3_to_4
18441,33,technician,divorced,tertiary,no,2558,no,no,cellular,7,may,2,367,2,failure,0,0,1,10577.0,9.266531651625925,2
4295,45,management,married,tertiary,no,2805,no,no,cellular,19,aug,2,-1,0,unknown,0,1,0,10824.0,9.28961355287069,2
10707,30,technician,single,tertiary,no,1185,yes,no,cellular,30,apr,1,339,1,failure,0,0,1,9204.0,9.127502093667179,1
19461,53,unknown,married,secondary,no,16,no,no,unknown,9,jun,1,-1,0,unknown,0,1,0,8035.0,8.991686725934825,1
3954,46,blue-collar,married,primary,no,101,yes,no,cellular,11,may,1,364,5,success,0,0,1,8120.0,9.002208578282412,1
2834,33,technician,married,secondary,no,603,yes,no,unknown,20,may,1,-1,0,unknown,0,1,0,8622.0,9.062188330952324,1
22909,34,blue-collar,single,primary,no,79,no,no,telephone,10,jul,4,-1,0,unknown,1,1,0,8098.0,8.99949587624899,3_to_4
26628,48,blue-collar,married,secondary,no,841,yes,no,unknown,19,may,1,-1,0,unknown,0,1,0,8860.0,9.089414904047302,1
16501,60,retired,married,tertiary,no,6684,yes,yes,cellular,5,feb,1,-1,0,unknown,0,1,0,14703.0,9.595874844595468,1
11201,31,self-employed,married,secondary,no,731,no,yes,cellular,8,jul,1,-1,0,unknown,0,1,0,8750.0,9.076923258535832,1
28393,60,retired,married,secondary,no,1339,no,yes,cellular,22,jul,1,-1,0,unknown,0,1,0,9358.0,9.144093726157257,1
3587,46,technician,married,secondary,no,0,no,no,cellular,30,apr,1,259,2,other,1,0,1,8019.0,8.98969370086056,1
30012,38,technician,single,secondary,no,1711,no,no,cellular,20,apr,3,202,1,success,1,0,1,9730.0,9.18307194482199,3_to_4
11856,37,unemployed,married,secondary,no,63,no,no,cellular,5,feb,1,-1,0,unknown,0,1,0,8082.0,8.997518369733845,1
18380,42,entrepreneur,married,secondary,no,0,yes,no,cellular,20,nov,4,-1,0,unknown,0,1,0,8019.0,8.98969370086056,3_to_4
4237,45,self-employed,married,tertiary,no,1265,yes,no,cellular,6,feb,2,-1,0,unknown,0,1,0,9284.0,9.136155473786806,2
20214,36,technician,married,secondary,no,0,no,no,cellular,7,aug,2,-1,0,unknown,0,1,0,8019.0,8.98969370086056,2
18510,48,technician,married,secondary,no,302,yes,no,unknown,26,may,3,-1,0,unknown,0,1,0,8321.0,9.026657889542886,3_to_4
23196,43,technician,married,secondary,no,714,yes,no,cellular,16,jul,1,-1,0,unknown,0,1,0,8733.0,9.074978734045507,1
7224,60,retired,married,secondary,no,0,no,no,cellular,19,aug,4,-1,0,unknown,0,1,0,8019.0,8.98969370086056,3_to_4
33143,42,blue-collar,married,secondary,no,1449,yes,no,cellular,11,may,1,173,1,failure,0,0,1,9468.0,9.1557785839835,1
16213,31,blue-collar,married,primary,no,0,yes,no,telephone,15,jul,7,-1,0,unknown,0,1,0,8019.0,8.98969370086056,5_or_more
585,59,housemaid,married,secondary,no,1040,no,no,cellular,5,aug,2,-1,0,unknown,0,1,0,9059.0,9.111624399037025,2
21670,31,management,single,tertiary,no,0,yes,no,unknown,23,may,1,-1,0,unknown,0,1,0,8019.0,8.98969370086056,1
2527,41,technician,married,secondary,no,3275,yes,no,cellular,18,nov,1,168,1,other,0,0,1,11294.0,9.332115428902103,1
31750,57,technician,divorced,tertiary,no,96,no,no,cellular,21,aug,4,-1,0,unknown,1,1,0,8115.0,9.001592700945706,3_to_4
2590,58,blue-collar,married,secondary,no,544,no,no,unknown,17,jun,1,-1,0,unknown,0,1,0,8563.0,9.055322649709574,1
33641,34,blue-collar,married,primary,no,-319,yes,yes,cellular,9,jul,4,-1,0,unknown,0,1,0,7700.0,8.94910546953925,3_to_4
18858,34,blue-collar,married,primary,no,363,yes,no,cellular,18,may,5,-1,0,unknown,0,1,0,8382.0,9.033961124637857,5_or_more
6844,50,technician,married,secondary,no,0,yes,no,unknown,2,jun,2,-1,0,unknown,0,1,0,8019.0,8.98969370086056,2
18069,38,management,single,tertiary,no,91,yes,no,unknown,19,may,9,-1,0,unknown,0,1,0,8110.0,9.000976444070345,5_or_more
4648,30,blue-collar,married,secondary,no,0,yes,no,cellular,12,may,1,-1,0,unknown,0,1,0,8019.0,8.98969370086056,1
16074,36,unemployed,single,tertiary,no,9019,yes,no,unknown,11,jun,3,-1,0,unknown,0,1,0,17038.0,9.74326011321524,3_to_4
7573,36,management,married,tertiary,no,1477,no,no,cellular,7,aug,2,-1,0,unknown,0,1,0,9496.0,9.158731238242952,2
1286,52,technician,married,secondary,no,989,no,no,cellular,11,aug,1,-1,0,unknown,0,1,0,9008.0,9.10597935665144,1
35659,32,management,single,tertiary,no,0,no,no,cellular,27,aug,2,-1,0,unknown,0,1,0,8019.0,8.98969370086056,2
15395,43,services,married,secondary,no,3689,yes,no,cellular,20,apr,1,321,1,failure,0,0,1,11708.0,9.368113055848724,1
6408,37,retired,married,secondary,no,-252,no,no,cellular,22,jul,3,-1,0,unknown,0,1,0,7767.0,8.957768009971161,3_to_4
10593,33,blue-collar,married,primary,no,681,yes,no,cellular,20,apr,1,-1,0,unknown,0,1,0,8700.0,9.071193240566025,1
12763,29,entrepreneur,single,tertiary,no,11,yes,no,unknown,12,may,4,-1,0,unknown,0,1,0,8030.0,8.991064332188461,3_to_4
21504,41,blue-collar,divorced,secondary,no,2540,yes,no,cellular,15,may,2,366,1,failure,0,0,1,10559.0,9.264828557260252,2
21139,57,technician,married,primary,no,592,no,yes,telephone,14,dec,6,193,5,other,0,0,1,8611.0,9.060911858484253,5_or_more
18490,51,technician,divorced,secondary,no,1096,no,no,cellular,3,feb,1,-1,0,unknown,0,1,0,9115.0,9.117786390365575,1
4594,44,technician,married,secondary,no,1,no,yes,unknown,2,jul,3,-1,0,unknown,0,1,0,8020.0,8.989818381366925,3_to_4
8642,40,admin.,married,secondary,no,2082,no,no,unknown,12,jun,1,-1,0,unknown,0,1,0,10101.0,9.220488703027998,1
7711,39,admin.,married,secondary,no,170,yes,no,cellular,8,may,2,-1,0,unknown,0,1,0,8189.0,9.010669176847115,2
26379,55,housemaid,married,secondary,no,5,no,no,cellular,11,jul,2,-1,0,unknown,0,1,0,8024.0,8.990316947998217,2
17493,30,management,married,tertiary,no,69,yes,no,unknown,6,jul,1,-1,0,unknown,0,1,0,8088.0,8.998260393017953,1
31913,48,blue-collar,married,primary,no,89,yes,no,telephone,12,may,4,-1,0,unknown,0,1,0,8108.0,9.000729834944558,3_to_4
18600,27,technician,single,secondary,no,42,no,no,cellular,28,jan,1,-1,0,unknown,0,1,0,8061.0,8.994916943677111,1
25717,34,admin.,married,secondary,no,445,no,no,cellular,19,aug,2,-1,0,unknown,0,1,0,8464.0,9.043695294567236,2
24487,22,blue-collar,single,secondary,no,682,no,no,cellular,5,jun,2,91,1,success,1,0,1,8701.0,9.071308163280625,2
31889,35,blue-collar,married,secondary,no,450,no,no,cellular,20,nov,2,-1,0,unknown,0,1,0,8469.0,9.0442857876461,2
5040,32,services,single,secondary,no,101,yes,no,cellular,11,may,1,-1,0,unknown,0,1,0,8120.0,9.002208578282412,1
20306,31,technician,married,tertiary,no,0,no,no,cellular,29,aug,2,-1,0,unknown,0,1,0,8019.0,8.98969370086056,2
7832,41,technician,married,secondary,no,-215,no,yes,cellular,10,jul,1,-1,0,unknown,0,1,0,7804.0,8.962519832949532,1
18285,47,self-employed,married,tertiary,no,1245,no,no,cellular,26,aug,15,-1,0,unknown,0,1,0,9264.0,9.13399913871946,5_or_more
2838,36,entrepreneur,married,secondary,no,419,yes,no,cellular,8,apr,3,-1,0,unknown,0,1,0,8438.0,9.040619097157967,3_to_4
8074,31,management,single,tertiary,no,-26,yes,yes,unknown,23,may,1,-1,0,unknown,0,1,0,7993.0,8.986446539271268,1
27090,45,technician,married,tertiary,no,548,no,no,cellular,11,aug,4,-1,0,unknown,0,1,0,8567.0,9.055789612127585,3_to_4
34634,41,services,married,secondary,no,33,yes,yes,unknown,27,may,1,-1,0,unknown,0,1,0,8052.0,8.993799971795545,1
16236,43,unemployed,married,unknown,no,970,yes,no,telephone,1,sep,13,288,11,failure,0,0,1,8989.0,9.103868127465667,5_or_more
35503,30,management,single,tertiary,no,4210,no,no,cellular,12,aug,4,-1,0,unknown,1,1,0,12229.0,9.411647228681218,3_to_4
9142,30,blue-collar,married,secondary,no,664,no,yes,telephone,14,may,1,-1,0,unknown,0,1,0,8683.0,9.069237530998182,1
812,35,blue-collar,married,secondary,no,53,yes,no,unknown,2,jun,4,-1,0,unknown,0,1,0,8072.0,8.996280439395015,3_to_4
35041,57,retired,married,secondary,no,427,no,no,cellular,29,jan,1,-1,0,unknown,0,1,0,8446.0,9.041566627727496,1
24211,47,services,married,secondary,no,795,yes,no,unknown,29,may,3,-1,0,unknown,0,1,0,8814.0,9.08421009483197,3_to_4
885,36,admin.,married,secondary,no,212,yes,yes,cellular,23,jul,6,-1,0,unknown,1,1,0,8231.0,9.015784277513886,5_or_more
22581,28,admin.,single,secondary,no,119,no,no,cellular,19,feb,3,-1,0,unknown,0,1,0,8138.0,9.004422601327041,3_to_4
11423,31,technician,married,secondary,no,-302,no,no,cellular,13,aug,2,-1,0,unknown,0,1,0,7717.0,8.951310542097564,2
25161,29,blue-collar,married,primary,no,1280,yes,no,unknown,28,may,2,-1,0,unknown,0,1,0,9299.0,9.137769679141348,2
22849,36,blue-collar,married,secondary,no,7449,yes,no,cellular,20,nov,2,-1,0,unknown,0,1,0,15468.0,9.646593300236665,2
26599,36,blue-collar,married,primary,no,300,yes,no,cellular,12,may,1,342,1,failure,0,0,1,8319.0,9.026417533815254,1
982,37,admin.,married,secondary,no,1559,no,no,cellular,27,may,1,-1,0,unknown,0,1,0,9578.0,9.167328481382892,1
34165,49,technician,married,unknown,no,323,yes,no,cellular,18,nov,2,-1,0,unknown,0,1,0,8342.0,9.029178142902074,2
10576,35,admin.,single,secondary,no,303,no,no,cellular,24,sep,2,190,10,other,1,0,1,8322.0,9.026778045746095,2
16076,36,admin.,single,secondary,no,185,yes,no,cellular,15,may,4,371,5,other,0,0,1,8204.0,9.01249900352419,3_to_4
32952,54,blue-collar,married,secondary,no,153,no,no,unknown,20,jun,12,-1,0,unknown,0,1,0,8172.0,9.00859131751613,5_or_more
14532,50,entrepreneur,married,secondary,no,665,no,no,telephone,17,nov,1,-1,0,unknown,0,1,0,8684.0,9.069352678675205,1
32058,43,technician,married,tertiary,no,4333,yes,no,cellular,20,nov,3,-1,0,unknown,1,1,0,12352.0,9.421654227536814,3_to_4
197,48,admin.,married,primary,no,3644,yes,yes,telephone,31,jul,9,-1,0,unknown,1,1,0,11663.0,9.36426245424844,5_or_more
33723,28,services,married,secondary,no,3019,no,no,unknown,2,jun,2,-1,0,unknown,0,1,0,11038.0,9.309189736018352,2
169,33,management,married,tertiary,no,322,yes,no,cellular,16,apr,3,-1,0,unknown,0,1,0,8341.0,9.02905827475689,3_to_4
264,33,services,married,secondary,no,1076,no,no,cellular,7,aug,1,259,4,failure,0,0,1,9095.0,9.115590035430372,1
22297,39,technician,married,secondary,no,616,no,no,telephone,8,dec,1,-1,0,unknown,0,1,0,8635.0,9.063694791634697,1
31971,37,technician,married,tertiary,no,1733,yes,no,cellular,12,may,3,326,1,other,0,0,1,9752.0,9.185330208972015,3_to_4
15657,35,blue-collar,married,secondary,no,98,yes,no,unknown,2,jun,1,-1,0,unknown,0,1,0,8117.0,9.001839097398843,1
28131,36,technician,single,secondary,no,318,no,no,cellular,14,aug,4,-1,0,unknown,0,1,0,8337.0,9.028578658440741,3_to_4
11385,37,services,married,secondary,no,20,yes,no,telephone,14,may,5,-1,0,unknown,0,1,0,8039.0,8.992184362173012,5_or_more
10912,30,management,single,tertiary,no,102,yes,no,cellular,18,dec,3,-1,0,unknown,1,1,0,8121.0,9.002331708246244,3_to_4
13017,32,technician,divorced,secondary,no,18,no,no,unknown,26,may,1,-1,0,unknown,0,1,0,8037.0,8.991935575009146,1
24021,47,admin.,married,secondary,no,5401,no,no,cellular,19,aug,2,-1,0,unknown,0,1,0,13420.0,9.504575923397805,2
35936,37,technician,married,tertiary,no,0,yes,no,cellular,2,feb,2,-1,0,unknown,0,1,0,8019.0,8.98969370086056,2
24478,39,admin.,married,secondary,no,394,no,no,cellular,29,jul,2,-1,0,unknown,0,1,0,8413.0,9.037652264150466,2
6267,58,retired,married,secondary,no,2553,no,no,cellular,14,aug,2,-1,0,unknown,0,1,0,10572.0,9.266058860732526,2
25533,47,management,divorced,tertiary,no,4556,yes,no,unknown,14,may,1,-1,0,unknown,0,1,0,12575.0,9.439545514668987,1
10965,55,blue-collar,married,unknown,no,6134,no,no,cellular,6,aug,2,-1,0,unknown,0,1,0,14153.0,9.55775254863573,2
12272,43,blue-collar,married,primary,no,-59,yes,no,unknown,20,jun,5,-1,0,unknown,0,1,0,7960.0,8.982309899088579,5_or_more
16623,39,management,married,tertiary,no,540,yes,yes,unknown,23,may,2,-1,0,unknown,0,1,0,8559.0,9.054855469135788,2
19837,45,services,married,secondary,no,925,yes,no,cellular,5,feb,2,232,4,other,0,0,1,8944.0,9.09884999594282,2
15309,30,management,single,tertiary,no,398,no,no,cellular,27,oct,1,180,3,success,1,0,1,8417.0,9.038127549330516,1
27118,40,blue-collar,single,unknown,no,29,no,no,telephone,7,jul,2,-1,0,unknown,0,1,0,8048.0,8.993303139093733,2
18386,50,management,married,secondary,no,1165,no,no,cellular,16,jul,1,-1,0,unknown,1,1,0,9184.0,9.125326997649227,1
35339,35,blue-collar,divorced,primary,no,0,no,no,unknown,12,jun,1,-1,0,unknown,0,1,0,8019.0,8.98969370086056,1
28699,42,management,married,tertiary,no,1993,no,no,unknown,29,may,1,-1,0,unknown,0,1,0,10012.0,9.211639527707803,1
9489,37,technician,single,secondary,no,6714,yes,no,unknown,23,may,1,-1,0,unknown,0,1,0,14733.0,9.59791302724276,1
32415,60,management,single,tertiary,no,0,no,no,telephone,18,aug,2,-1,0,unknown,0,1,0,8019.0,8.98969370086056,2
29060,36,services,married,secondary,no,11650,yes,no,telephone,29,jul,1,-1,0,unknown,1,1,0,19669.0,9.886849911383104,1
13686,36,management,single,tertiary,no,1,yes,no,cellular,13,may,1,-1,0,unknown,0,1,0,8020.0,8.989818381366925,1
9448,50,unemployed,married,primary,no,705,no,no,unknown,5,jun,1,-1,0,unknown,1,1,0,8724.0,9.073947747070628,1
27389,47,admin.,married,secondary,no,996,no,no,telephone,29,aug,2,-1,0,unknown,0,1,0,9015.0,9.106756055719613,2
21054,39,technician,married,secondary,no,192,yes,yes,unknown,29,may,5,-1,0,unknown,0,1,0,8211.0,9.013351778138825,5_or_more
23066,40,blue-collar,married,primary,no,119,yes,no,cellular,17,apr,3,147,2,failure,0,0,1,8138.0,9.004422601327041,3_to_4
10952,53,blue-collar,married,primary,no,206,no,no,cellular,5,aug,1,-1,0,unknown,0,1,0,8225.0,9.015055148790369,1
7500,30,technician,single,tertiary,no,91,yes,yes,cellular,10,jul,1,-1,0,unknown,0,1,0,8110.0,9.000976444070345,1
33876,44,blue-collar,married,primary,no,143,yes,no,unknown,7,may,1,-1,0,unknown,0,1,0,8162.0,9.007367027451355,1
34378,45,technician,married,secondary,no,2124,yes,no,unknown,30,may,3,-1,0,unknown,0,1,0,10143.0,9.224637676677007,3_to_4
5631,51,management,divorced,tertiary,no,45,no,no,cellular,19,aug,4,-1,0,unknown,0,1,0,8064.0,8.99528899055931,3_to_4
3209,34,technician,married,tertiary,no,116,no,no,cellular,8,may,2,-1,0,unknown,0,1,0,8135.0,9.004053937728395,2
18445,48,management,divorced,tertiary,no,851,no,yes,unknown,23,may,3,-1,0,unknown,0,1,0,8870.0,9.090542808520587,3_to_4
14270,24,unemployed,single,tertiary,yes,-164,yes,yes,cellular,24,jul,4,-1,0,unknown,0,1,0,7855.0,8.969032850034301,3_to_4
10043,54,self-employed,divorced,tertiary,no,1323,no,no,cellular,19,nov,1,152,4,failure,0,0,1,9342.0,9.142382678792956,1
5233,44,technician,married,tertiary,no,564,yes,no,cellular,13,may,2,-1,0,unknown,0,1,0,8583.0,9.057655284310535,2
816,56,admin.,married,secondary,no,3784,no,no,unknown,21,may,6,-1,0,unknown,0,1,0,11803.0,9.376193736062831,5_or_more
14830,27,admin.,single,tertiary,no,144,yes,no,cellular,15,may,1,-1,0,unknown,0,1,0,8163.0,9.007489523929735,1
21869,37,management,single,tertiary,no,102,yes,no,cellular,21,aug,2,-1,0,unknown,0,1,0,8121.0,9.002331708246244,2
21025,45,technician,married,tertiary,no,1780,no,no,cellular,11,aug,4,-1,0,unknown,0,1,0,9799.0,9.190137664658664,3_to_4
9183,41,services,divorced,secondary,no,83,no,no,unknown,20,may,6,-1,0,unknown,0,1,0,8102.0,8.999989642460726,5_or_more
3471,40,unemployed,single,primary,no,5613,yes,no,unknown,19,jun,2,-1,0,unknown,0,1,0,13632.0,9.520248603186129,2
1892,40,management,married,primary,no,472,yes,no,unknown,30,may,2,-1,0,unknown,0,1,0,8491.0,9.046879822823147,2
29513,28,blue-collar,single,secondary,no,1735,yes,no,cellular,20,apr,1,-1,0,unknown,0,1,0,9754.0,9.185535253057212,1
13655,40,blue-collar,divorced,secondary,no,635,yes,no,cellular,13,may,2,-1,0,unknown,0,1,0,8654.0,9.06589246761031,2
30903,74,retired,married,tertiary,no,6027,no,no,cellular,14,aug,2,-1,0,unknown,0,1,0,14046.0,9.55016412883091,2
27312,26,management,single,tertiary,no,1274,yes,no,cellular,9,mar,1,-1,0,unknown,0,1,0,9293.0,9.137124309644923,1
30165,28,housemaid,divorced,primary,no,1,yes,no,unknown,8,may,1,-1,0,unknown,0,1,0,8020.0,8.989818381366925,1
34608,49,entrepreneur,divorced,tertiary,no,1145,yes,yes,cellular,6,feb,4,-1,0,unknown,0,1,0,9164.0,9.123147160273806,3_to_4
31186,38,management,single,secondary,no,399,yes,no,cellular,11,aug,4,-1,0,unknown,0,1,0,8418.0,9.038246335337664,3_to_4
6121,32,technician,divorced,tertiary,no,267,no,no,cellular,26,may,1,-1,0,unknown,0,1,0,8286.0,9.022443300849043,1
11053,29,management,single,tertiary,no,1377,no,no,cellular,8,apr,2,-1,0,unknown,1,1,0,9396.0,9.148145768383065,2
14051,38,blue-collar,married,secondary,no,2299,yes,no,cellular,23,jul,1,-1,0,unknown,0,1,0,10318.0,9.241742135115715,1
17427,24,management,single,tertiary,no,3197,no,no,cellular,22,may,1,-1,0,unknown,0,1,0,11216.0,9.325185763645223,1
28181,55,entrepreneur,divorced,tertiary,no,0,no,no,unknown,6,jun,2,-1,0,unknown,0,1,0,8019.0,8.98969370086056,2
11127,48,management,married,tertiary,no,3766,no,no,cellular,6,aug,2,-1,0,unknown,0,1,0,11785.0,9.374667665397858,2
24283,36,self-employed,married,tertiary,no,2517,no,no,unknown,11,jun,2,-1,0,unknown,0,1,0,10536.0,9.262648151599528,2
29601,33,admin.,single,secondary,no,1779,yes,no,unknown,21,may,2,-1,0,unknown,0,1,0,9798.0,9.190035618635818,2
5206,47,admin.,married,unknown,no,0,yes,no,cellular,21,nov,1,198,1,failure,0,0,1,8019.0,8.98969370086056,1
30232,34,management,single,tertiary,no,178,yes,no,cellular,15,may,2,-1,0,unknown,0,1,0,8197.0,9.011645501064283,2
13740,51,blue-collar,divorced,secondary,no,216,yes,no,unknown,27,may,2,-1,0,unknown,0,1,0,8235.0,9.01627006814768,2
35576,39,admin.,married,secondary,no,441,no,no,unknown,6,jun,2,-1,0,unknown,0,1,0,8460.0,9.0432226489245,2
10108,55,housemaid,married,primary,no,2603,no,no,unknown,9,jun,1,-1,0,unknown,0,1,0,10622.0,9.270776740780013,1
29070,37,blue-collar,married,secondary,no,1818,yes,no,unknown,21,may,1,-1,0,unknown,0,1,0,9837.0,9.194007717355285,1
7859,32,management,single,tertiary,no,0,yes,no,cellular,20,apr,2,-1,0,unknown,0,1,0,8019.0,8.98969370086056,2
6009,39,blue-collar,married,primary,no,800,yes,no,cellular,13,may,5,175,6,failure,0,0,1,8819.0,9.084777149000837,5_or_more
18253,60,admin.,divorced,secondary,no,3020,yes,no,unknown,15,may,1,-1,0,unknown,0,1,0,11039.0,9.309280319831087,1
5307,42,blue-collar,single,primary,no,-376,yes,no,cellular,18,may,1,-1,0,unknown,0,1,0,7643.0,8.941676305360163,1
4303,37,admin.,married,secondary,no,0,yes,no,cellular,22,jul,1,-1,0,unknown,0,1,0,8019.0,8.98969370086056,1
33758,31,services,married,primary,no,997,yes,no,cellular,3,feb,1,190,3,failure,0,0,1,9016.0,9.106866963499908,1
30105,51,entrepreneur,married,tertiary,no,228,yes,no,cellular,7,may,1,-1,0,unknown,0,1,0,8247.0,9.017726025696795,1
23765,35,unemployed,married,unknown,no,144,no,no,cellular,30,jul,3,-1,0,unknown,0,1,0,8163.0,9.007489523929735,3_to_4
17609,40,technician,married,secondary,no,694,yes,no,cellular,10,aug,4,68,11,success,0,0,1,8713.0,9.072686206677387,3_to_4
5665,37,services,single,secondary,no,2,yes,no,cellular,4,feb,1,-1,0,unknown,0,1,0,8021.0,8.989943046329998,1
26274,52,management,married,tertiary,no,0,no,no,cellular,22,aug,2,-1,0,unknown,0,1,0,8019.0,8.98969370086056,2
23375,32,technician,single,secondary,no,930,yes,no,unknown,21,may,1,-1,0,unknown,0,1,0,8949.0,9.099408811268901,1
9898,33,blue-collar,single,secondary,no,15341,no,no,cellular,20,apr,1,334,3,failure,0,0,1,23360.0,10.058823244245096,1
18557,54,housemaid,divorced,primary,no,1194,no,no,unknown,18,jun,3,-1,0,unknown,0,1,0,9213.0,9.128479345495862,3_to_4
19480,35,blue-collar,married,primary,no,914,yes,no,unknown,27,may,9,-1,0,unknown,0,1,0,8933.0,9.097619501912064,5_or_more
