row_id,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
5419,31,technician,single,tertiary,no,438,yes,no,cellular,20,nov,1,100,2,failure,no
5420,60,entrepreneur,married,secondary,no,2525,yes,no,unknown,2,jun,4,-1,0,unknown,no
5421,30,management,single,tertiary,no,15,no,yes,cellular,26,aug,2,-1,0,unknown,no
5422,32,technician,married,secondary,no,11431,no,no,cellular,12,aug,5,-1,0,unknown,no
5423,40,admin.,married,secondary,no,0,no,no,unknown,16,jun,12,-1,0,unknown,no
5424,31,blue-collar,married,primary,no,298,yes,yes,unknown,2,jun,1,-1,0,unknown,no
5425,52,blue-collar,married,primary,no,1524,no,no,cellular,3,jul,6,-1,0,unknown,yes
5426,29,housemaid,married,primary,no,0,yes,no,cellular,15,jul,3,-1,0,unknown,no
5427,55,technician,married,unknown,no,0,no,no,unknown,16,jun,1,-1,0,unknown,no
5428,54,management,married,tertiary,no,0,yes,no,cellular,10,jul,1,-1,0,unknown,no
5429,43,entrepreneur,married,unknown,no,0,yes,no,cellular,24,jul,1,-1,0,unknown,no
5430,30,blue-collar,divorced,primary,no,1,yes,no,unknown,6,jun,9,-1,0,unknown,no
5431,36,entrepreneur,married,secondary,no,35,no,no,cellular,4,feb,4,-1,0,unknown,no
5432,34,management,single,tertiary,no,1717,yes,no,unknown,21,may,2,-1,0,unknown,no
5433,49,management,single,tertiary,no,2555,no,yes,cellular,24,jul,2,-1,0,unknown,no
5434,30,admin.,married,secondary,no,-150,yes,no,cellular,6,may,1,365,1,failure,no
5435,36,admin.,married,secondary,no,2061,yes,yes,cellular,5,mar,3,-1,0,unknown,no
5436,37,management,married,tertiary,no,1265,no,yes,unknown,4,jul,1,-1,0,unknown,no
5437,37,blue-collar,married,primary,no,-29,yes,yes,cellular,15,may,1,350,5,other,no
5438,40,management,married,secondary,no,830,no,no,cellular,22,aug,6,-1,0,unknown,no
5439,34,services,married,secondary,no,2048,yes,no,cellular,19,nov,2,-1,0,unknown,no
5440,31,management,married,tertiary,no,303,yes,no,unknown,14,may,1,-1,0,unknown,no
5441,31,technician,single,secondary,no,0,no,no,cellular,28,aug,15,-1,0,unknown,no
5442,34,technician,single,secondary,no,174,no,no,telephone,11,may,4,-1,0,unknown,no
5443,35,blue-collar,divorced,primary,no,1792,yes,no,cellular,31,jul,6,-1,0,unknown,yes
5444,45,self-employed,single,tertiary,no,1009,no,no,cellular,19,nov,2,-1,0,unknown,no
5445,53,management,divorced,primary,no,443,no,no,unknown,9,jun,1,-1,0,unknown,no
5446,35,admin.,divorced,secondary,no,534,no,no,cellular,15,may,1,312,3,failure,yes
5447,33,entrepreneur,married,secondary,no,3140,yes,yes,cellular,21,nov,5,-1,0,unknown,no
5448,35,services,single,secondary,no,-437,yes,no,unknown,3,jun,5,-1,0,unknown,no
5449,46,management,married,secondary,no,1098,no,no,cellular,8,may,3,343,3,other,no
5450,63,retired,married,secondary,no,2896,no,no,cellular,4,mar,2,-1,0,unknown,yes
5451,27,blue-collar,married,secondary,no,6196,yes,no,unknown,4,jun,1,-1,0,unknown,no
5452,30,technician,single,secondary,no,316,yes,yes,cellular,30,jan,2,2,2,other,no
5453,35,management,married,tertiary,no,-4,no,no,cellular,8,aug,2,-1,0,unknown,no
5454,33,technician,married,secondary,no,318,yes,no,cellular,14,may,4,342,14,other,no
5455,70,retired,married,primary,no,2795,no,no,cellular,8,jan,2,-1,0,unknown,yes
5456,35,blue-collar,married,secondary,no,154,yes,no,unknown,23,may,4,-1,0,unknown,no
5457,33,admin.,married,secondary,no,44,yes,yes,unknown,7,may,1,-1,0,unknown,no
5458,48,blue-collar,married,secondary,no,741,yes,no,cellular,16,apr,1,-1,0,unknown,no
5459,33,technician,single,tertiary,no,2565,yes,no,cellular,13,may,2,-1,0,unknown,no
5460,22,student,single,unknown,no,549,no,no,cellular,2,sep,1,-1,0,unknown,no
5461,30,technician,single,tertiary,no,-266,no,yes,cellular,25,aug,4,-1,0,unknown,no
5462,32,technician,single,tertiary,no,392,yes,no,cellular,1,apr,2,131,2,failure,no
5463,40,technician,divorced,secondary,no,-1,no,no,unknown,9,jun,1,-1,0,unknown,no
5464,32,technician,single,secondary,no,210,yes,no,cellular,16,jul,2,-1,0,unknown,no
5465,36,services,single,secondary,no,328,yes,no,cellular,13,may,3,-1,0,unknown,no
5466,42,management,divorced,tertiary,no,9,yes,no,cellular,21,jul,1,-1,0,unknown,no
5467,55,services,single,secondary,no,987,no,no,cellular,18,aug,4,-1,0,unknown,no
5468,30,blue-collar,married,primary,no,123,yes,no,cellular,15,may,4,-1,0,unknown,no
5469,44,admin.,married,secondary,no,0,yes,no,cellular,6,aug,1,260,1,other,no
5470,32,blue-collar,married,secondary,no,335,yes,no,cellular,13,may,3,370,1,failure,no
5471,39,services,married,secondary,no,1116,yes,no,cellular,30,jul,2,-1,0,unknown,no
5472,40,technician,divorced,secondary,no,275,no,no,cellular,13,aug,4,-1,0,unknown,no
5473,52,services,married,secondary,no,108,yes,no,unknown,15,may,12,-1,0,unknown,no
5474,50,management,married,tertiary,no,3463,no,yes,cellular,28,oct,1,-1,0,unknown,yes
5475,52,admin.,single,secondary,no,-528,yes,yes,cellular,1,jun,2,-1,0,unknown,yes
5476,57,unemployed,married,primary,no,5126,yes,no,cellular,2,feb,2,-1,0,unknown,no
5477,33,technician,married,tertiary,no,525,yes,yes,unknown,28,may,1,-1,0,unknown,no
5478,39,blue-collar,married,secondary,no,1419,yes,no,cellular,13,may,12,349,1,other,no
5479,41,blue-collar,married,primary,no,389,yes,no,unknown,16,jun,6,-1,0,unknown,no
5480,27,technician,single,secondary,no,648,yes,no,unknown,28,may,3,-1,0,unknown,no
5481,25,management,single,tertiary,no,0,no,yes,cellular,18,jul,1,-1,0,unknown,no
5482,47,blue-collar,married,primary,no,2,yes,yes,cellular,20,nov,4,190,1,failure,no
5483,53,self-employed,married,primary,no,4576,no,no,telephone,30,jul,2,-1,0,unknown,no
5484,56,admin.,married,primary,no,2086,yes,no,cellular,5,may,8,-1,0,unknown,no
5485,30,admin.,single,secondary,no,1374,yes,no,unknown,13,may,1,-1,0,unknown,no
5486,59,retired,married,primary,no,3648,no,no,telephone,23,oct,2,126,3,success,yes
5487,32,services,married,secondary,no,315,no,no,cellular,4,aug,1,-1,0,unknown,no
5488,40,blue-collar,married,primary,no,-66,yes,no,unknown,6,may,1,-1,0,unknown,no
5489,51,entrepreneur,married,tertiary,no,209,no,no,cellular,29,jul,2,-1,0,unknown,no
5490,47,housemaid,married,primary,no,32,no,no,cellular,5,aug,2,-1,0,unknown,no
5491,44,technician,single,secondary,no,0,no,no,cellular,20,aug,2,-1,0,unknown,no
5492,42,blue-collar,divorced,secondary,no,898,yes,no,cellular,18,nov,2,131,1,failure,no
5493,45,blue-collar,married,secondary,no,530,no,yes,unknown,17,jun,1,-1,0,unknown,no
5494,28,admin.,married,secondary,no,54,no,yes,cellular,8,jul,1,-1,0,unknown,no
5495,34,services,married,secondary,no,586,yes,yes,unknown,8,may,2,-1,0,unknown,no
5496,50,blue-collar,married,secondary,no,1553,yes,no,cellular,31,jul,2,-1,0,unknown,no
5497,59,management,married,tertiary,no,3165,yes,no,unknown,12,jun,2,-1,0,unknown,no
5498,36,management,single,secondary,no,278,no,no,cellular,8,may,2,-1,0,unknown,no
5499,26,technician,single,secondary,no,33,no,no,cellular,23,jul,7,-1,0,unknown,no
5500,36,blue-collar,single,secondary,no,3508,yes,no,cellular,7,apr,1,266,3,failure,no
5501,45,technician,married,secondary,no,-847,no,yes,cellular,22,jul,1,-1,0,unknown,no
5502,29,technician,married,unknown,no,627,yes,no,cellular,14,jul,2,-1,0,unknown,no
5503,33,management,married,tertiary,no,340,no,no,cellular,7,aug,2,-1,0,unknown,no
5504,49,admin.,married,secondary,no,2465,no,no,cellular,20,aug,3,-1,0,unknown,no
5505,58,retired,married,secondary,no,1172,no,no,cellular,31,jul,1,-1,0,unknown,no
5506,51,management,married,tertiary,no,994,no,no,cellular,3,sep,1,98,3,failure,no
5507,57,management,single,secondary,no,137,yes,no,unknown,4,jun,4,-1,0,unknown,no
5508,53,housemaid,married,primary,yes,945,no,no,cellular,29,jan,2,-1,0,unknown,no
5509,33,management,single,tertiary,no,168,yes,no,unknown,13,may,1,-1,0,unknown,no
5510,48,services,single,primary,no,204,yes,no,cellular,22,jul,1,-1,0,unknown,no
5511,54,unemployed,married,secondary,no,1561,no,no,cellular,25,may,3,186,2,failure,yes
5512,35,services,married,secondary,no,52,yes,no,cellular,4,jun,2,94,4,success,yes
5513,46,entrepreneur,single,tertiary,no,77,yes,yes,unknown,6,jun,3,-1,0,unknown,no
5514,52,blue-collar,married,unknown,no,51,no,no,cellular,14,aug,2,-1,0,unknown,no
5515,32,technician,single,secondary,no,6402,yes,no,cellular,20,nov,1,-1,0,unknown,yes
5516,46,blue-collar,single,primary,no,96,yes,no,cellular,16,apr,1,148,1,failure,no
5517,58,management,divorced,tertiary,no,0,no,no,cellular,17,nov,1,-1,0,unknown,no
5518,72,retired,married,primary,no,2304,no,no,telephone,5,may,4,-1,0,unknown,yes
5519,29,blue-collar,married,secondary,no,3310,no,no,cellular,5,feb,2,-1,0,unknown,no
5520,25,management,single,tertiary,no,1098,yes,yes,cellular,8,jul,1,-1,0,unknown,no
5521,57,blue-collar,married,secondary,no,166,no,no,cellular,4,aug,1,-1,0,unknown,no
5522,35,technician,single,secondary,no,920,yes,no,cellular,11,aug,2,286,6,failure,no
5523,36,management,married,tertiary,no,2326,yes,no,cellular,20,nov,5,-1,0,unknown,no
5524,40,management,married,tertiary,no,416,yes,no,cellular,24,jul,2,-1,0,unknown,no
5525,48,blue-collar,married,secondary,no,1230,yes,no,cellular,12,nov,1,196,2,success,yes
5526,54,retired,divorced,tertiary,no,0,no,no,unknown,13,may,1,-1,0,unknown,yes
5527,47,management,married,unknown,no,0,no,no,unknown,12,jun,3,-1,0,unknown,no
5528,40,blue-collar,married,secondary,no,-313,yes,no,unknown,3,jul,2,-1,0,unknown,no
5529,37,blue-collar,married,secondary,no,1293,no,no,unknown,6,may,1,-1,0,unknown,no
5530,33,admin.,single,secondary,no,549,yes,no,cellular,14,apr,2,-1,0,unknown,no
5531,57,management,married,secondary,no,287,no,yes,cellular,5,feb,1,8,2,other,no
5532,38,retired,married,unknown,no,304,no,no,cellular,11,may,1,350,5,other,no
5533,33,admin.,married,secondary,no,2374,yes,no,cellular,14,apr,2,-1,0,unknown,no
5534,43,services,married,secondary,no,94,yes,yes,telephone,5,nov,1,-1,0,unknown,no
5535,27,unemployed,married,primary,no,7459,yes,no,unknown,9,may,2,-1,0,unknown,no
5536,54,technician,married,tertiary,no,6507,no,no,cellular,26,may,1,-1,0,unknown,no
5537,21,student,single,secondary,no,123,no,no,telephone,12,feb,5,93,2,success,yes
5538,46,services,married,secondary,no,1227,yes,yes,unknown,30,may,1,-1,0,unknown,no
5539,28,services,single,secondary,no,-260,yes,no,unknown,12,may,2,-1,0,unknown,no
5540,35,blue-collar,divorced,secondary,no,0,yes,no,unknown,20,may,1,-1,0,unknown,yes
5541,47,management,single,tertiary,no,1187,no,no,cellular,31,jul,7,-1,0,unknown,no
5542,49,admin.,divorced,primary,no,-347,yes,no,unknown,26,may,2,-1,0,unknown,no
5543,32,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,1,87,2,other,yes
5544,41,blue-collar,single,secondary,yes,1085,yes,yes,cellular,7,jul,1,-1,0,unknown,yes
5545,34,blue-collar,married,primary,no,905,yes,no,unknown,30,may,8,-1,0,unknown,no
5546,32,blue-collar,married,unknown,no,1267,yes,no,cellular,18,may,2,-1,0,unknown,no
5547,44,admin.,married,secondary,no,764,yes,no,cellular,3,sep,1,213,1,failure,no
5548,47,management,married,tertiary,no,295,yes,no,cellular,5,aug,1,-1,0,unknown,no
5549,29,technician,single,secondary,no,120,no,no,cellular,2,feb,3,-1,0,unknown,no
5550,32,technician,married,secondary,no,6172,yes,no,cellular,4,feb,1,-1,0,unknown,no
5551,39,management,married,tertiary,no,0,no,no,cellular,29,aug,2,-1,0,unknown,no
5552,38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,3,148,1,success,yes
5553,56,retired,divorced,primary,no,48,yes,no,cellular,14,may,2,-1,0,unknown,no
5554,34,technician,divorced,tertiary,no,1317,yes,no,cellular,15,may,1,-1,0,unknown,no
5555,26,blue-collar,married,secondary,yes,20,yes,no,unknown,8,may,1,-1,0,unknown,no
5556,35,management,divorced,tertiary,no,771,yes,yes,cellular,18,aug,5,-1,0,unknown,no
5557,41,blue-collar,married,secondary,no,1449,yes,no,cellular,19,nov,1,-1,0,unknown,no
5558,53,technician,single,secondary,no,530,no,yes,telephone,18,jul,4,-1,0,unknown,no
5559,36,unemployed,married,tertiary,no,73,no,no,cellular,23,jul,2,-1,0,unknown,no
5560,27,admin.,single,secondary,no,3638,no,no,cellular,11,jul,5,-1,0,unknown,no
5561,28,technician,married,secondary,no,1944,yes,no,telephone,18,may,7,-1,0,unknown,no
5562,33,blue-collar,married,secondary,no,5164,no,no,cellular,13,aug,2,265,1,failure,no
5563,54,technician,divorced,secondary,no,-11,yes,no,cellular,12,may,4,-1,0,unknown,no
5564,28,blue-collar,single,secondary,no,-208,yes,no,cellular,15,may,3,359,2,failure,no
5565,51,management,single,tertiary,no,2242,no,no,telephone,9,feb,8,-1,0,unknown,no
5566,56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,may,2,-1,0,unknown,no
5567,28,technician,single,tertiary,no,11862,no,no,cellular,21,oct,2,238,13,other,yes
5568,60,management,married,primary,no,0,yes,no,cellular,15,jul,8,-1,0,unknown,no
5569,32,self-employed,married,tertiary,no,102,no,no,cellular,22,aug,5,-1,0,unknown,no
5570,49,management,single,tertiary,no,7443,no,no,telephone,20,nov,2,-1,0,unknown,no
5571,51,management,married,tertiary,no,91,yes,no,unknown,9,may,2,-1,0,unknown,no
5572,41,management,married,tertiary,no,8553,yes,no,cellular,12,aug,12,-1,0,unknown,no
5573,25,student,single,unknown,no,277,no,no,cellular,27,may,2,-1,0,unknown,yes
5574,60,management,married,tertiary,yes,-108,no,yes,cellular,7,jul,2,-1,0,unknown,no
5575,31,management,married,tertiary,no,1331,no,no,cellular,30,apr,1,86,3,success,yes
5576,44,technician,divorced,secondary,no,976,yes,no,unknown,14,may,2,-1,0,unknown,no
5577,41,technician,married,secondary,no,767,yes,yes,unknown,6,may,1,-1,0,unknown,no
5578,43,admin.,married,secondary,no,257,no,no,cellular,29,aug,6,-1,0,unknown,no
5579,46,management,married,secondary,no,3570,no,no,cellular,13,aug,2,-1,0,unknown,no
5580,23,services,single,secondary,no,870,no,no,cellular,6,jul,4,-1,0,unknown,yes
5581,36,technician,married,secondary,no,2394,no,no,cellular,14,aug,2,-1,0,unknown,no
5582,45,admin.,married,secondary,no,0,no,no,cellular,22,jul,2,-1,0,unknown,no
5583,34,services,married,secondary,no,889,yes,no,cellular,16,jul,7,-1,0,unknown,no
5584,61,management,married,tertiary,no,3371,no,no,cellular,28,sep,2,-1,0,unknown,yes
5585,35,management,single,secondary,no,2383,yes,no,cellular,31,jul,6,-1,0,unknown,no
5586,26,student,single,secondary,no,2138,yes,no,cellular,15,may,8,371,1,other,no
5587,49,management,single,tertiary,no,493,no,no,cellular,1,jun,1,39,1,failure,no
5588,37,housemaid,married,tertiary,no,0,yes,no,cellular,21,jul,2,-1,0,unknown,no
5589,37,management,married,primary,no,1404,yes,no,cellular,2,feb,1,-1,0,unknown,no
5590,32,technician,married,secondary,no,1830,yes,no,unknown,21,may,1,-1,0,unknown,no
5591,44,self-employed,divorced,secondary,no,583,yes,no,cellular,14,may,3,-1,0,unknown,no
5592,51,management,married,tertiary,no,615,yes,no,cellular,17,apr,1,-1,0,unknown,no
5593,29,services,single,secondary,no,102,no,no,cellular,11,jan,1,210,4,failure,no
5594,31,technician,single,tertiary,no,176,no,no,cellular,21,aug,4,-1,0,unknown,no
5595,50,services,married,secondary,no,77,no,no,cellular,27,may,2,-1,0,unknown,no
5596,54,blue-collar,married,primary,no,7073,no,no,cellular,26,aug,6,-1,0,unknown,no
5597,44,services,divorced,secondary,no,0,no,yes,cellular,17,jul,17,-1,0,unknown,no
5598,39,admin.,married,secondary,no,732,no,no,cellular,23,apr,4,-1,0,unknown,yes
5599,32,blue-collar,married,secondary,no,1787,yes,no,cellular,12,may,4,357,4,failure,no
5600,40,entrepreneur,married,tertiary,no,3571,no,no,unknown,9,jun,3,-1,0,unknown,no
5601,39,services,single,secondary,no,1163,yes,no,cellular,7,may,3,363,2,other,no
5602,34,management,married,tertiary,no,527,no,no,cellular,4,nov,1,-1,0,unknown,no
5603,53,services,single,secondary,no,725,yes,no,unknown,16,jun,4,-1,0,unknown,no
5604,58,entrepreneur,married,tertiary,no,925,yes,no,cellular,21,nov,1,-1,0,unknown,no
5605,54,technician,divorced,secondary,no,0,yes,no,unknown,16,may,1,-1,0,unknown,no
5606,64,retired,married,tertiary,no,380,no,no,cellular,25,aug,1,-1,0,unknown,yes
5607,27,blue-collar,married,primary,no,202,no,yes,cellular,22,jul,1,-1,0,unknown,no
5608,39,blue-collar,married,unknown,no,1096,no,no,unknown,20,may,3,-1,0,unknown,no
5609,51,blue-collar,married,primary,no,48,no,yes,unknown,17,jun,1,-1,0,unknown,no
5610,60,retired,married,secondary,no,2077,yes,no,unknown,14,may,1,-1,0,unknown,no
5611,28,management,single,tertiary,no,1720,no,no,cellular,14,sep,1,91,4,success,yes
5612,32,blue-collar,married,primary,no,-56,yes,yes,cellular,17,apr,2,305,20,other,no
5613,67,retired,married,primary,no,4416,no,no,cellular,29,sep,3,-1,0,unknown,yes
5614,39,technician,divorced,secondary,no,566,no,no,cellular,21,nov,7,-1,0,unknown,no
5615,66,housemaid,married,primary,no,1230,no,no,cellular,17,dec,3,-1,0,unknown,yes
5616,26,admin.,married,secondary,no,5231,no,yes,cellular,17,jul,2,-1,0,unknown,no
5617,31,management,married,tertiary,no,3897,yes,no,cellular,8,aug,3,-1,0,unknown,no
5618,44,admin.,single,secondary,no,985,yes,yes,cellular,11,may,7,325,19,failure,no
5619,52,self-employed,married,secondary,no,-163,yes,no,cellular,20,aug,2,-1,0,unknown,no
5620,32,technician,single,tertiary,no,1732,no,no,cellular,12,aug,4,-1,0,unknown,no
5621,30,management,single,tertiary,no,63,yes,no,cellular,20,apr,1,320,1,other,no
5622,32,blue-collar,married,secondary,no,322,yes,yes,cellular,9,feb,3,-1,0,unknown,no
5623,42,management,married,tertiary,no,3841,yes,no,cellular,25,jul,2,-1,0,unknown,no
5624,75,unknown,married,tertiary,no,643,no,no,cellular,15,oct,2,-1,0,unknown,no
5625,40,blue-collar,married,primary,no,0,yes,no,unknown,5,may,1,-1,0,unknown,no
5626,50,admin.,divorced,secondary,no,3423,yes,yes,unknown,4,jun,6,-1,0,unknown,no
5627,39,management,married,tertiary,no,13021,no,no,cellular,5,aug,2,-1,0,unknown,no
5628,36,student,single,secondary,no,3551,yes,no,telephone,15,may,9,-1,0,unknown,no
5629,42,unknown,single,tertiary,no,2918,no,no,unknown,18,jun,1,-1,0,unknown,no
5630,32,technician,married,tertiary,no,60,no,no,cellular,19,aug,7,-1,0,unknown,no
5631,51,management,divorced,tertiary,no,45,no,no,cellular,19,aug,4,-1,0,unknown,no
5632,26,services,single,secondary,no,-74,yes,no,unknown,4,jun,1,-1,0,unknown,no
5633,28,services,married,secondary,no,7,no,no,cellular,25,jul,3,-1,0,unknown,no
5634,36,management,married,tertiary,no,255,no,no,cellular,22,may,2,92,2,other,yes
5635,33,management,single,secondary,no,219,yes,no,cellular,18,may,4,-1,0,unknown,no
5636,60,retired,married,tertiary,no,2557,yes,no,cellular,2,feb,1,-1,0,unknown,yes
5637,45,blue-collar,married,primary,no,305,yes,no,cellular,4,feb,1,-1,0,unknown,no
5638,32,technician,married,tertiary,no,133,yes,no,cellular,17,jul,1,-1,0,unknown,no
5639,50,blue-collar,married,secondary,no,235,no,no,cellular,11,aug,2,-1,0,unknown,no
5640,34,admin.,single,secondary,no,852,no,no,cellular,14,apr,2,-1,0,unknown,no
5641,58,self-employed,married,tertiary,no,327,no,yes,cellular,14,jul,2,-1,0,unknown,no
5642,38,blue-collar,single,secondary,no,1230,yes,no,unknown,6,jun,2,-1,0,unknown,no
5643,28,blue-collar,single,secondary,no,2909,no,no,cellular,6,feb,7,-1,0,unknown,no
5644,34,technician,married,secondary,no,2,yes,no,cellular,25,aug,4,-1,0,unknown,no
5645,55,blue-collar,married,secondary,no,840,yes,no,unknown,6,may,2,-1,0,unknown,no
5646,28,management,single,tertiary,no,320,yes,no,cellular,30,apr,1,-1,0,unknown,no
5647,32,technician,single,secondary,no,6402,yes,no,cellular,6,may,1,167,1,success,no
5648,34,entrepreneur,married,secondary,no,393,yes,no,cellular,7,may,1,293,3,failure,no
5649,41,blue-collar,married,primary,no,201,yes,no,cellular,4,feb,1,1,1,success,no
5650,54,housemaid,single,secondary,no,1213,no,no,cellular,12,nov,1,-1,0,unknown,yes
5651,58,housemaid,married,primary,no,5278,yes,no,unknown,4,jun,4,-1,0,unknown,no
5652,47,admin.,married,secondary,no,2601,no,no,cellular,24,sep,1,-1,0,unknown,yes
5653,42,housemaid,married,primary,no,0,no,yes,cellular,11,jul,2,-1,0,unknown,no
5654,39,technician,married,secondary,yes,-183,yes,no,unknown,14,may,2,-1,0,unknown,no
5655,77,retired,married,secondary,no,9601,no,no,telephone,27,mar,1,-1,0,unknown,yes
5656,35,technician,single,secondary,no,23,yes,no,unknown,19,jun,2,-1,0,unknown,no
5657,55,blue-collar,married,secondary,no,1078,yes,yes,cellular,15,may,1,-1,0,unknown,no
5658,48,admin.,married,secondary,no,1428,no,no,cellular,19,nov,1,-1,0,unknown,no
5659,42,admin.,single,secondary,no,1453,yes,no,cellular,11,may,1,-1,0,unknown,no
5660,34,technician,married,secondary,no,210,yes,yes,cellular,12,may,2,173,1,failure,no
5661,31,technician,single,secondary,no,46,no,no,cellular,27,aug,6,-1,0,unknown,no
5662,57,technician,married,secondary,no,792,yes,no,unknown,5,may,2,-1,0,unknown,no
5663,32,admin.,single,tertiary,no,902,yes,no,cellular,18,may,7,-1,0,unknown,no
5664,34,blue-collar,married,secondary,no,1575,yes,no,unknown,27,may,3,-1,0,unknown,no
5665,37,services,single,secondary,no,2,yes,no,cellular,4,feb,1,-1,0,unknown,no
5666,53,services,married,primary,no,2618,yes,no,cellular,5,may,2,165,2,failure,no
5667,41,blue-collar,married,primary,no,89,yes,no,cellular,15,may,3,359,2,other,no
5668,31,blue-collar,single,primary,no,-280,no,no,unknown,21,may,3,-1,0,unknown,no
5669,24,retired,single,secondary,no,366,no,yes,unknown,16,may,2,-1,0,unknown,no
5670,35,admin.,married,secondary,no,846,yes,yes,unknown,19,may,2,-1,0,unknown,no
5671,43,management,married,secondary,no,5,yes,no,cellular,24,jul,1,-1,0,unknown,no
5672,52,technician,divorced,secondary,no,204,no,no,cellular,7,aug,2,-1,0,unknown,no
5673,40,technician,married,secondary,no,0,yes,yes,cellular,26,jul,2,172,1,failure,no
5674,31,technician,married,tertiary,no,4575,yes,no,telephone,18,may,1,-1,0,unknown,no
5675,47,blue-collar,married,secondary,no,398,yes,yes,cellular,1,apr,1,238,2,failure,no
5676,70,technician,married,secondary,no,3020,no,no,telephone,2,nov,2,186,1,failure,no
5677,33,technician,married,tertiary,no,1020,no,no,cellular,27,aug,4,-1,0,unknown,no
5678,37,management,married,tertiary,no,1125,yes,no,unknown,3,jun,1,-1,0,unknown,no
5679,47,management,married,tertiary,no,1884,yes,yes,cellular,19,aug,2,-1,0,unknown,no
5680,31,services,single,secondary,no,32,no,no,unknown,18,nov,4,-1,0,unknown,no
5681,38,admin.,divorced,secondary,no,930,yes,no,cellular,5,may,1,-1,0,unknown,no
5682,57,unknown,married,secondary,no,2,no,no,unknown,6,jun,4,-1,0,unknown,no
5683,37,housemaid,married,primary,no,254,yes,no,telephone,18,may,6,-1,0,unknown,no
5684,35,services,married,secondary,no,5,no,no,cellular,30,jul,2,-1,0,unknown,no
5685,44,housemaid,married,primary,no,93,no,no,cellular,12,aug,2,-1,0,unknown,no
5686,41,management,married,secondary,no,218,yes,no,unknown,16,may,1,-1,0,unknown,no
5687,49,blue-collar,married,secondary,no,3779,yes,no,cellular,12,aug,9,-1,0,unknown,no
5688,30,student,single,secondary,no,1681,no,no,cellular,7,dec,2,-1,0,unknown,yes
5689,35,blue-collar,married,secondary,no,2054,yes,no,unknown,20,may,1,-1,0,unknown,no
5690,26,services,married,secondary,no,549,no,no,unknown,3,jul,1,-1,0,unknown,no
5691,46,admin.,married,secondary,no,250,no,no,unknown,13,may,2,-1,0,unknown,no
5692,35,services,divorced,secondary,no,1529,no,no,unknown,20,jun,5,-1,0,unknown,no
5693,42,entrepreneur,married,secondary,no,215,yes,yes,cellular,21,nov,1,-1,0,unknown,no
5694,38,management,single,tertiary,no,493,yes,no,cellular,11,may,1,367,7,failure,no
5695,30,blue-collar,married,secondary,no,-6,yes,no,cellular,17,apr,1,-1,0,unknown,no
5696,32,blue-collar,single,primary,no,398,yes,no,cellular,13,may,1,-1,0,unknown,yes
5697,47,blue-collar,married,primary,no,362,yes,no,cellular,18,aug,8,-1,0,unknown,no
5698,37,admin.,divorced,secondary,no,0,no,no,cellular,24,jul,1,-1,0,unknown,no
5699,51,blue-collar,married,unknown,no,296,no,no,cellular,17,apr,1,-1,0,unknown,no
5700,40,management,married,secondary,no,569,no,no,cellular,20,aug,2,-1,0,unknown,no
5701,50,blue-collar,married,secondary,no,283,yes,no,cellular,7,aug,3,-1,0,unknown,no
5702,54,services,married,unknown,no,386,no,yes,unknown,20,jun,1,-1,0,unknown,yes
5703,50,management,married,tertiary,no,29,no,yes,unknown,23,jul,1,-1,0,unknown,no
5704,38,services,married,secondary,no,293,no,no,unknown,20,jun,2,-1,0,unknown,no
5705,46,technician,single,secondary,no,834,yes,no,cellular,11,jul,2,-1,0,unknown,no
5706,38,management,married,unknown,no,3576,no,no,cellular,26,may,1,-1,0,unknown,yes
5707,32,services,single,secondary,no,758,yes,no,cellular,14,apr,1,-1,0,unknown,no
5708,30,self-employed,married,tertiary,no,1596,yes,no,cellular,19,aug,2,-1,0,unknown,no
5709,50,admin.,married,secondary,no,-1415,no,no,cellular,19,aug,2,-1,0,unknown,no
5710,72,retired,married,secondary,no,1129,no,no,cellular,26,aug,1,-1,0,unknown,yes
5711,34,blue-collar,single,secondary,no,177,yes,no,unknown,8,may,1,-1,0,unknown,no
5712,44,technician,single,secondary,no,1059,yes,no,unknown,9,may,1,-1,0,unknown,no
5713,30,management,married,tertiary,no,94,yes,no,cellular,6,may,1,-1,0,unknown,no
5714,36,admin.,divorced,primary,no,227,no,no,cellular,9,jul,1,-1,0,unknown,no
5715,34,entrepreneur,single,secondary,no,318,yes,no,cellular,6,oct,1,169,3,failure,no
5716,46,services,married,secondary,no,1381,yes,no,cellular,22,may,3,379,1,failure,no
5717,50,blue-collar,married,primary,no,419,yes,no,unknown,13,may,4,-1,0,unknown,no
5718,31,admin.,single,secondary,no,-302,yes,yes,unknown,27,may,5,-1,0,unknown,no
5719,39,technician,married,primary,no,2118,yes,no,cellular,17,apr,2,-1,0,unknown,no
5720,48,services,married,secondary,no,440,yes,no,cellular,20,apr,1,312,1,failure,no
5721,51,technician,married,secondary,no,980,no,no,cellular,6,sep,2,-1,0,unknown,no
5722,31,blue-collar,single,secondary,no,26,no,no,cellular,5,feb,1,-1,0,unknown,no
5723,27,admin.,single,secondary,no,450,yes,no,cellular,7,jul,3,-1,0,unknown,no
5724,53,admin.,married,secondary,no,-197,yes,yes,unknown,15,may,1,-1,0,unknown,no
